		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000000   24   28   32   14   26   17   26   23 10.204605 0.250958 SUCCESS 118
111000010   29   27   21   33   19   27   18   22  8.307371 0.404036 SUCCESS 119
111000100   24   32   16   17   18   36   23   25 15.297215 0.053618 SUCCESS 120
111000110   22   23   33   23   29   19   22   29  6.816592 0.556544 SUCCESS 121
111001000   25   23   21   23   24   28   23   29  2.206565 0.974015 SUCCESS 122
111001010   27   21   22   24   33   18   26   20  6.823874 0.555749 SUCCESS 123
111001100   24   26   33   19   23   29   24   27  5.758086 0.674309 SUCCESS 124
111010000   20   25   27   36   19   34   24   18 13.705816 0.089763 SUCCESS 125
111010010   21   17   19   18   28   19   23   40 17.957050 0.021551 SUCCESS 126
111010100   32   22   27   24   33   24   26   17  8.554289 0.381277 SUCCESS 127
111010110   19   28   20   31   30   29   31   27  8.809813 0.358593 SUCCESS 128
111011000   21   28   22   24   25   23   16   18  6.110260 0.634883 SUCCESS 129
111011010   24   26   26   17   24   19   30   28  5.663423 0.684875 SUCCESS 130
111011100   24   23   24   27   22   28   16   19  5.399293 0.714170 SUCCESS 131
111100000   26   33   25   19   34   17   25   25 10.748752 0.216346 SUCCESS 132
111100010   28   24   24   16   15   38   20   17 18.270167 0.019290 SUCCESS 133
111100100   23   22   25   23   23   27   29   25  1.706770 0.988720 SUCCESS 134
111100110   24   21   28   26   19   26   32   33  8.080312 0.425665 SUCCESS 135
111101000   18   18   30   26   26   29   29   23  6.892720 0.548251 SUCCESS 136
111101010   32   26   29   26   31   23   28   19  7.276006 0.507168 SUCCESS 137
111101100   22   26   28   31   15   24   21   22  7.230330 0.511998 SUCCESS 138
111101110   32   21   22   33   24   22   20   25  7.401120 0.494036 SUCCESS 139
111110000   20   29   28   26   30   29   21   21  5.580014 0.694160 SUCCESS 140
111110010   27   22   23   30   29   22   34   19  8.223961 0.411904 SUCCESS 141
111110100   22   23   26   22   26   25   30   21  2.621626 0.955818 SUCCESS 142
111110110   18   29   33   23   17   20   18   32 13.170274 0.106124 SUCCESS 143
111111000   21   28   25   25   21   29   20   24  3.282282 0.915415 SUCCESS 144
111111010   20   23   25   30   26   23   28   17  5.307278 0.724285 SUCCESS 145
111111100   18   28   32   22   20   28   21   26  6.943030 0.542792 SUCCESS 146
111111110   20   16   25   32   19   18   28   23  9.872953 0.274056 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   21   29   19   17   19   23   29  7.170089 0.518398 SUCCESS   0
000000011   24   21   27   25   21   16   22   25  4.534748 0.805947 SUCCESS   1
000000101   29   26   33   30   35   19   21   24 11.962161 0.152900 SUCCESS   2
000000111   23   21   24   20   28   18   18   25  5.432392 0.710518 SUCCESS   3
000001001   29   21   13   25   20   21   34   17 14.439952 0.070995 SUCCESS   4
000001011   17   29   30   23   24   23   31   20  7.383909 0.495834 SUCCESS   5
000001101   27   23   15   28   22   17   25   32  9.687599 0.287641 SUCCESS   6
000001111   17   21   25   21   21   24   18   28  6.093048 0.636810 SUCCESS   7
000010001   24   24   27   23   26   15   27   33  7.655321 0.467842 SUCCESS   8
000010011   20   25   15   28   26   23   31   21  7.653997 0.467977 SUCCESS   9
000010101   26   20   38   27   29   25   20   26 10.893726 0.207794 SUCCESS  10
000010111   23   24   23   20   32   32   30   25  7.232977 0.511718 SUCCESS  11
000011001   26   29   17   17   26   20   29   23  7.552052 0.478402 SUCCESS  12
000011011   36   20   22   26   34   19   29   30 14.241358 0.075687 SUCCESS  13
000011101   24   16   31   28   27   20   25   19  7.747336 0.458532 SUCCESS  14
000011111   23   28   17   26   26   27   24   26  3.570905 0.893618 SUCCESS  15
000100011   27   24   29   30   22   26   29   33  6.903973 0.547028 SUCCESS  16
000100101   27   18   20   23   18   20   26   28  6.136077 0.631992 SUCCESS  17
000100111   17   25   23   26   27   30   26   25  4.265984 0.832363 SUCCESS  18
000101001   23   33   28   31   26   21   26   26  6.428672 0.599330 SUCCESS  19
000101011   28   27   26   29   28   16   25   22  5.638930 0.687604 SUCCESS  20
000101101   21   25   32   20   23   22   23   20  5.001444 0.757422 SUCCESS  21
000101111   15   25   28   25   24   31   27   23  6.545180 0.586401 SUCCESS  22
000110011   24   22   23   18   20   14   31   34 13.220585 0.104482 SUCCESS  23
000110101   17   27   21   20   23   29   27   22  5.425111 0.711322 SUCCESS  24
000110111   33   22   21   28   29   19   22   27  7.079398 0.528091 SUCCESS  25
000111001   27   32   23   14   18   30   25   16 13.466179 0.096785 SUCCESS  26
000111011   34   18   27   31   25   25   21   20  9.113000 0.332853 SUCCESS  27
000111101   23   18   25   25   21   21   26   28  3.484848 0.900362 SUCCESS  28
000111111   21   31   16   23   23   31   24   29  8.239849 0.410399 SUCCESS  29
001000011   28   25   30   18   25   31   30   29  7.716885 0.461603 SUCCESS  30
001000101   28   27   24   16   30   19   23   25  6.493546 0.592124 SUCCESS  31
001000111   30   26   22   27   20   29   29   31  6.428672 0.599330 SUCCESS  32
001001011   29   18   29   26   28   20   24   24  5.019979 0.755439 SUCCESS  33
001001101   26   29   28   25   25   23   29   19  3.800612 0.874650 SUCCESS  34
001001111   18   31   23   27   30   32   26   24  7.843323 0.448923 SUCCESS  35
001010011   22   32   30   26   25   26   24   25  4.275914 0.831411 SUCCESS  36
001010101   28   17   35   21   22   35   18   20 15.679178 0.047209 SUCCESS  37
001010111   22   15   21   26   22   28   20   23  6.279727 0.615930 SUCCESS  38
001011011   30   18   25   25   22   21   23   20  4.730032 0.786002 SUCCESS  39
001011101   32   26   26   20   25   27   26   25  3.911163 0.865048 SUCCESS  40
001011111   15   27   30   18   21   31   26   25  9.552555 0.297844 SUCCESS  41
001100101   27   25   25   18   29   27   23   26  3.427256 0.904761 SUCCESS  42
001100111   20   27   26   25   20   16   32   31  9.332777 0.315006 SUCCESS  43
001101011   17   27   26   26   34   32   27   23  9.546597 0.298301 SUCCESS  44
001101101   33   20   24   25   25   29   23   25  4.986880 0.758977 SUCCESS  45
001101111   35   27   22   26   24   21   22   19  7.375303 0.496734 SUCCESS  46
001110101   20   20   26   23   20   21   23   27  3.509341 0.898463 SUCCESS  47
001110111   24   19   22   31   23   19   23   17  7.050933 0.531147 SUCCESS  48
001111011   21   19   31   28   18   22   29   31  8.841588 0.355835 SUCCESS  49
001111101   30   24   27   34   29   24   26   29  7.438191 0.490175 SUCCESS  50
001111111   14   27   20   20   16   33   24   23 12.719466 0.121873 SUCCESS  51
010000011   22   24   19   16   19   20   12   36 18.742820 0.016297 SUCCESS  52
010000111   23   26   27   19   23   30   21   26  3.723161 0.881197 SUCCESS  53
010001011   21   27   29   18   28   20   23   25  4.875005 0.770848 SUCCESS  54
010001111   22   32   18   28   28   28   25   30  7.419656 0.492104 SUCCESS  55
010010011   29   23   26   35   21   20   22   22  7.646715 0.468718 SUCCESS  56
010010111   18   27   26   25   26   25   24   30  3.605328 0.890863 SUCCESS  57
010011011   24   28   23   24   20   22   23   17  4.111081 0.846965 SUCCESS  58
010011111   19   35   23   26   25   39   31   21 17.571778 0.024676 SUCCESS  59
010100011   20   22   19   24   30   28   20   28  5.552873 0.697175 SUCCESS  60
010100111   24   31   28   28   25   23   22   24  3.300817 0.914087 SUCCESS  61
010101011   29   18   33   25   28   39   23   21 15.936026 0.043305 SUCCESS  62
010101111   21   19   18   22   29   34   26   15 12.356039 0.136011 SUCCESS  63
010110011   28   26   25   24   22   15   23   26  4.857794 0.772662 SUCCESS  64
010110111   22   23   23   24   20   23   25   17  3.652991 0.886997 SUCCESS  65
010111011   18   24   31   20   20   21   25   25  5.746833 0.675566 SUCCESS  66
010111111   13   24   33   18   33   34   24   23 17.510214 0.025214 SUCCESS  67
011000111   31   28   26   31   26   21   24   25  4.970992 0.760672 SUCCESS  68
011001111   24   22   30   28   27   18   29   36 10.750076 0.216266 SUCCESS  69
011010111   21   22   26   20   35   27   30   17 10.358184 0.240780 SUCCESS  70
011011111   23   31   20   19   26   22   25   16  7.339556 0.500479 SUCCESS  71
011101111   23   17   24   25   22   20   28   23  4.119686 0.846167 SUCCESS  72
011111111   14   28   22   21   19   28   18   21  9.871629 0.274152 SUCCESS  73
100000000   25   21   29   19   17   19   23   29  7.170089 0.518398 SUCCESS  74
100010000   27   17   21   23   24   26   25   20  4.128292 0.845367 SUCCESS  75
100100000   21   18   16   15   27   24   31   24 11.100925 0.196046 SUCCESS  76
100101000   25   22   27   20   23   18   27   24  3.476242 0.901026 SUCCESS  77
100110000   19   21   17   22   15   26   33   24 11.278998 0.186386 SUCCESS  78
100111000   28   24   23   18   20   18   22   32  7.619574 0.471485 SUCCESS  79
101000000   31   23   35   19   29   19   17   29 13.273543 0.102778 SUCCESS  80
101000100   27   18   26   25   25   31   28   25  4.571819 0.802206 SUCCESS  81
101001000   23   19   18   18   16   23   30   32 11.635143 0.168240 SUCCESS  82
101001100   19   32   27   21   22   27   17   21  7.797646 0.453482 SUCCESS  83
101010000   32   20   21   23   21   21   25   27  5.120600 0.744612 SUCCESS  84
101010100   23   22   30   20   20   21   20   26  4.712820 0.787783 SUCCESS  85
101011000   27   19   22   27   29   19   26   23  4.375211 0.821784 SUCCESS  86
101011100   23   21   34   30   34   35   24   22 14.725265 0.064713 SUCCESS  87
101100000   29   21   24   21   19   15   19   23  8.176961 0.416378 SUCCESS  88
101100100   29   26   19   27   26   15   25   32  8.841588 0.355835 SUCCESS  89
101101000   24   29   38   20   27   23   18   23 11.748342 0.162790 SUCCESS  90
101101100   33   18   22   21   26   24   23   33  8.934928 0.347815 SUCCESS  91
101110000   21   24   27   27   31   30   19   23  5.562802 0.696073 SUCCESS  92
101110100   20   21   28   21   19   26   23   26  3.882698 0.867549 SUCCESS  93
101111000   38   31   25   25   28   29   24   19 12.403040 0.134107 SUCCESS  94
101111100   16   25   29   24   21   22   25   20  5.475421 0.705762 SUCCESS  95
110000000   26   29   23   33   16   19   21   24  8.942209 0.347195 SUCCESS  96
110000010   22   29   25   20   22   28   28   24  3.325311 0.912317 SUCCESS  97
110000100   24   24   30   29   20   17   21   35 10.629596 0.223583 SUCCESS  98
110001000   29   20   26   22   27   30   27   26  4.080630 0.849776 SUCCESS  99
110001010   21   27   26   30   29   26   21   27  3.995896 0.857494 SUCCESS 100
110010000   25   23   23   16   32   22   30   24  7.197231 0.515510 SUCCESS 101
110010010   28   29   18   19   28   19   18   24  7.941296 0.439225 SUCCESS 102
110010100   25   25   27   17   21   25   23   21  3.713231 0.882026 SUCCESS 103
110011000   24   20   23   21   11   29   25   27 10.203281 0.251047 SUCCESS 104
110011010   18   25   23   30   32   24   23   20  6.519363 0.589261 SUCCESS 105
110100000   19   32   35   29   28   21   17   38 20.537447 0.008483 FAILURE 106
110100010   24   26   33   23   22   26   29   17  6.901326 0.547315 SUCCESS 107
110100100   24   21   20   26   18   24   29   28  4.612199 0.798106 SUCCESS 108
110101000   31   18   19   26   25   24   24   21  5.442322 0.709422 SUCCESS 109
110101010   24   23   28   24   26   25   25   27  1.071931 0.997752 SUCCESS 110
110101100   21   24   21   19   23   22   24   25  2.568668 0.958452 SUCCESS 111
110110000   26   18   25   23   25   14   20   27  7.644067 0.468988 SUCCESS 112
110110010   36   20   16   24   22   19   24   23 11.085038 0.196927 SUCCESS 113
110110100   20   28   30   29   25   25   23   30  5.038514 0.753452 SUCCESS 114
110111000   26   20   25   28   28   26   25   22  2.410455 0.965776 SUCCESS 115
110111010   21   14   23   18   21   25   22   20  8.455654 0.390271 SUCCESS 116
110111100   39   27   31   26   30   17   20   16 18.730905 0.016367 SUCCESS 117
111000000   23   26   25   28   31   17   16   21  8.399386 0.395460 SUCCESS 118
111000010   19   31   34   22   22   23   23   32 10.088096 0.258897 SUCCESS 119
111000100   32   20   23   21   26   34   25   22  8.113411 0.422471 SUCCESS 120
111000110   22   18   24   23   21   26   21   27  3.441819 0.903658 SUCCESS 121
111001000   20   27   30   24   33   30   22   17  9.469145 0.304276 SUCCESS 122
111001010   20   29   31   23   18   32   22   24  8.078988 0.425793 SUCCESS 123
111001100   18   24   17   32   26   27   24   20  7.730124 0.460267 SUCCESS 124
111010000   21   21   28   29   27   18   21   34  8.841588 0.355835 SUCCESS 125
111010010   26   20   19   26   23   25   30   41 15.375991 0.052234 SUCCESS 126
111010100   32   20   14   28   23   36   19   16 18.406534 0.018377 SUCCESS 127
111010110   24   24   20   17   23   25   27   23  3.619892 0.889688 SUCCESS 128
111011000   23   26   23   27   20   21   24   28  2.426342 0.965077 SUCCESS 129
111011010   18   30   28   25   26   22   21   27  4.757173 0.783186 SUCCESS 130
111011100   24   29   17   32   25   24   26   22  6.045386 0.642148 SUCCESS 131
111100000   23   27   21   29   29   25   27   25  2.970490 0.936196 SUCCESS 132
111100010   33   28   32   26   24   30   26   19  8.920364 0.349058 SUCCESS 133
111100100   24   22   26   27   32   32   20   17  8.680727 0.369941 SUCCESS 134
111100110   14   24   17   25   30   28   22   21  9.534019 0.299265 SUCCESS 135
111101000   23   31   19   27   19   21   27   29  6.358502 0.607142 SUCCESS 136
111101010   29   22   16   26   34   22   22   16 11.619256 0.169017 SUCCESS 137
111101100   23   20   30   25   23   16   33   31 10.299268 0.244646 SUCCESS 138
111101110   19   27   19   28   21   29   35   26  9.562484 0.297085 SUCCESS 139
111110000   13   26   26   26   27   24   26   36 11.935020 0.154127 SUCCESS 140
111110010   15   30   23   17   23   27   26   20  8.771419 0.361944 SUCCESS 141
111110100   28   26   25   26   24   18   26   32  5.080219 0.748969 SUCCESS 142
111110110   28   22   20   17   22   27   27   28  5.298672 0.725229 SUCCESS 143
111111000   16   24   25   22   31   38   36   32 21.088877 0.006915 FAILURE 144
111111010   22   27   29   20   28   31   30   30  7.301823 0.504446 SUCCESS 145
111111100    9   27   23   21   25   39   28   26 20.610927 0.008256 FAILURE 146
111111110   14   28   22   21   19   28   18   21  9.871629 0.274152 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   29   25   28   26   25   26   22  1.953689 0.982399 SUCCESS   0
000000011   24   32   29   25   24   23   22   18  5.435040 0.710226 SUCCESS   1
000000101   26   19   26   20   27   19   27   26  4.188532 0.839725 SUCCESS   2
000000111   24   31   29   22   22   21   20   28  5.096107 0.747256 SUCCESS   3
000001001   28   20   19   31   22   34   26   40 19.020852 0.014749 SUCCESS   4
000001011   17   23   22   25   32   24   22   24  5.366194 0.717815 SUCCESS   5
000001101   22   24   28   28   29   20   22   25  3.325311 0.912317 SUCCESS   6
000001111   22   17   31   16   21   27   29   24  9.077253 0.335821 SUCCESS   7
000010001   20   31   23   17   23   29   32   25  8.511260 0.385185 SUCCESS   8
000010011   27   29   21   28   21   36   23   34 12.403040 0.134107 SUCCESS   9
000010101   32   30   25   26   20   18   22   34 10.605103 0.225094 SUCCESS  10
000010111   22   26   21   31   21   28   21   19  5.450928 0.708471 SUCCESS  11
000011001   21   23   21   19   25   27   23   21  3.170407 0.923213 SUCCESS  12
000011011   26   24   23   23   24   22   19   22  2.009957 0.980705 SUCCESS  13
000011101   13   30   24   27   22   26   19   24  8.721108 0.366366 SUCCESS  14
000011111   24   16   27   18   20   27   28   23  6.755028 0.563279 SUCCESS  15
000100011   20   35   23   11   19   24   28   23 15.143636 0.056412 SUCCESS  16
000100101   28   21   23   31   28   25   29   26  4.538720 0.805547 SUCCESS  17
000100111   22   29   31   24   18   26   26   25  4.961063 0.761730 SUCCESS  18
000101001   22   20   25   25   25   20   29   25  2.841403 0.943912 SUCCESS  19
000101011   28   37   28   29   20   16   25   29 13.444334 0.097449 SUCCESS  20
000101101   26   19   24   31   23   19   23   23  4.679721 0.791195 SUCCESS  21
000101111   15   25   21   21   24   29   24   17  7.965789 0.436819 SUCCESS  22
000110011   19   31   17   19   21   32   22   22 10.059631 0.260866 SUCCESS  23
000110101   22   17   17   31   28   15   22   29 12.160755 0.144174 SUCCESS  24
000110111   26   26   27   26   29   21   22   23  2.325721 0.969363 SUCCESS  25
000111001   30   35   30   32   23   23   17   19 13.587984 0.093157 SUCCESS  26
000111011   20   30   21   19   18   26   19   29  7.847957 0.448462 SUCCESS  27
000111101   24   27   28   15   24   34   25   27  8.799884 0.359458 SUCCESS  28
000111111   28   17   23   17   21   23   31   20  8.508613 0.385426 SUCCESS  29
001000011   25   22   30   18   21   22   28   23  4.688327 0.790309 SUCCESS  30
001000101   20   25   20   31   24   19   29   31  7.485854 0.485230 SUCCESS  31
001000111   17   20   21   16   27   29   24   24  7.813534 0.451894 SUCCESS  32
001001011   27   17   19   27   24   27   25   31  6.282374 0.615634 SUCCESS  33
001001101   25   26   28   30   24   27   25   19  3.546412 0.895558 SUCCESS  34
001001111   21   29   30   18   21   27   23   22  5.552873 0.697175 SUCCESS  35
001010011   29   21   22   24   21   16   27   18  7.135666 0.522069 SUCCESS  36
001010101   28   26   26   30   30   29   31   24  6.175796 0.627547 SUCCESS  37
001010111   25   37   32   30   19   18   24   31 15.342892 0.052811 SUCCESS  38
001011011   24   24   24   21   25   15   20   27  5.373476 0.717014 SUCCESS  39
001011101   27   21   21   19   29   31   27   18  7.264752 0.508356 SUCCESS  40
001011111   27   26   20   29   21   20   32   15  9.611471 0.293361 SUCCESS  41
001100101   33   27   32   32   20   38   22   30 18.548198 0.017472 SUCCESS  42
001100111   23   28   17   21   19   27   20   25  5.797143 0.669943 SUCCESS  43
001101011   23   15   17   28   26   19   25   24  8.059128 0.427716 SUCCESS  44
001101101   19   31   21   24   23   33   30   19  9.358595 0.312954 SUCCESS  45
001101111   24   26   28   20   24   22   24   20  2.561386 0.958807 SUCCESS  46
001110101   14   32   28   25   29   26   27   28  9.436046 0.306856 SUCCESS  47
001110111   34   32   32   21   21   30   24   29 12.013796 0.150589 SUCCESS  48
001111011   24   26   24   26   20   33   29   20  5.901736 0.658238 SUCCESS  49
001111101   24   20   30   17   22   25   22   23  5.060360 0.751106 SUCCESS  50
001111111   21   18   25   16   20   20   31   29  9.610147 0.293461 SUCCESS  51
010000011   23   19   31   25   21   24   22   22  4.162715 0.842152 SUCCESS  52
010000111   22   30   25   17   23   27   25   24  4.299083 0.829181 SUCCESS  53
010001011   22   23   16   27   23   23   27   24  4.060770 0.851599 SUCCESS  54
010001111   34   17   31   18   27   26   25   22 10.460129 0.234203 SUCCESS  55
010010011   22   23   29   16   24   27   27   30  6.121513 0.633623 SUCCESS  56
010010111   29   19   23   29   19   27   26   25  4.757173 0.783186 SUCCESS  57
010011011   23   28   23   29   34   29   31   18  9.996081 0.265301 SUCCESS  58
010011111   18   22   29    9   34   23   25   26 17.033588 0.029761 SUCCESS  59
010100011   25   27   25   29   30   20   27   27  3.936980 0.862764 SUCCESS  60
010100111   20   21   30   25   27   23   26   26  3.240577 0.918365 SUCCESS  61
010101011   26   23   28   24   26   20   30   20  3.825105 0.872548 SUCCESS  62
010101111   23   28   32   25   18   17   30   27  8.765461 0.362466 SUCCESS  63
010110011   25   29   26   29   24   21   33   27  5.835538 0.665648 SUCCESS  64
010110111   19   20   21   15   28   26   26   23  7.135666 0.522069 SUCCESS  65
010111011   29   22   25   21   25   22   18   22  3.882698 0.867549 SUCCESS  66
010111111   29   22   25   28   20   29   25   18  5.172234 0.739019 SUCCESS  67
011000111   23   20   18   28   20   20   29   26  5.831566 0.666092 SUCCESS  68
011001111   23   20   16   21   17   26   27   29  7.991606 0.434290 SUCCESS  69
011010111   21   17   22   32   24   22   27   24  6.044062 0.642296 SUCCESS  70
011011111   20   25   27   21   24   28   30   21  3.985967 0.858387 SUCCESS  71
011101111   40   29   33   19   23   31   19   29 19.639803 0.011788 SUCCESS  72
011111111   30   21   21   16   19   23   31   23  8.543035 0.382297 SUCCESS  73
100000000   25   29   25   28   26   25   26   22  1.953689 0.982399 SUCCESS  74
100010000   30   22   30   20   20   18   23   25  6.374390 0.605371 SUCCESS  75
100100000   25   23   24   28   22   21   31   28  3.783401 0.876118 SUCCESS  76
100101000   30   24   20   27   29   22   29   22  4.724074 0.786619 SUCCESS  77
100110000   24   24   10   20   34   31   17   33 20.822099 0.007635 FAILURE  78
100111000   19   25   31   37   31   25   26   20 12.614211 0.125831 SUCCESS  79
101000000   26   21   23   22   31   24   21   26  3.375621 0.908625 SUCCESS  80
101000100   26   26   20   24   19   14   23   27  7.229006 0.512138 SUCCESS  81
101001000   29   22   26   30   21   24   26   19  4.418239 0.817556 SUCCESS  82
101001100   26   18   15   20   27   28   17   34 13.466179 0.096785 SUCCESS  83
101010000   25   22   24   24   27   26   22   32  3.359734 0.909799 SUCCESS  84
101010100   26   24   21   31   29   29   32   24  6.700084 0.569310 SUCCESS  85
101011000   25   26   27   22   21   25   22   24  1.409541 0.994110 SUCCESS  86
101011100   26   35   26   28   13   13   30   26 17.975586 0.021410 SUCCESS  87
101100000   29   20   31   20   20   30   28   24  7.088004 0.527168 SUCCESS  88
101100100   22   17   21   20   34   25   30   29 10.019250 0.263677 SUCCESS  89
101101000   24   24   22   24   29   29   21   34  6.453165 0.596607 SUCCESS  90
101101100   26   23   26   29   17   22   21   26  4.357999 0.823466 SUCCESS  91
101110000   21   36   32   27   18   20   29   24 12.384504 0.134855 SUCCESS  92
101110100   29   22   28   26   25   30   25   19  4.393746 0.819967 SUCCESS  93
101111000   25   30   22   22   23   20   23   17  5.136487 0.742894 SUCCESS  94
101111100   24   30   22   31   19   26   30   28  6.648449 0.574993 SUCCESS  95
110000000   26   28   28   27   26   29   28   28  3.599370 0.891342 SUCCESS  96
110000010   25   18   24   23   27   25   19   26  3.484848 0.900362 SUCCESS  97
110000100   23   30   27   19   21   27   19   22  5.188122 0.737293 SUCCESS  98
110001000   25   22   27   16   21   15   22   23  8.092227 0.424513 SUCCESS  99
110001010   28   32   28   32   27   29   28   19  8.963393 0.345394 SUCCESS 100
110010000   20   27   28   29   23   25   32   21  5.588620 0.693203 SUCCESS 101
110010010   26   20   16   24   31   21   29   27  7.442825 0.489693 SUCCESS 102
110010100   35   23   19   28   25   21   21   26  7.731448 0.460133 SUCCESS 103
110011000   17   32   13   26   26   29   24   24 11.399478 0.180075 SUCCESS 104
110011010   19   22   23   25   30   27   25   29  4.105123 0.847516 SUCCESS 105
110100000   15   23   26   24   28   25   22   29  5.646212 0.686793 SUCCESS 106
110100010   25   24   19   23   23   24   19   28  3.213436 0.920258 SUCCESS 107
110100100   29   25   29   22   15   31   30   20  9.790867 0.280012 SUCCESS 108
110101000   20   32   24   13   27   16   19   22 13.532377 0.094798 SUCCESS 109
110101010   24   21   23   25   25   20   31   20  4.095193 0.848434 SUCCESS 110
110101100   25   23   29   26   30   30   23   25  3.860852 0.869454 SUCCESS 111
110110000   28   20   26   20   21   27   26   23  3.265071 0.916639 SUCCESS 112
110110010   23   24   20   21   32   20   27   37 11.680820 0.166023 SUCCESS 113
110110100   23   27   22   22   25   24   25   27  1.181158 0.996825 SUCCESS 114
110111000   23   33   33   33   19   23   23   20 11.706637 0.164781 SUCCESS 115
110111010   26   24   29   24   30   22   27   21  3.368339 0.909164 SUCCESS 116
110111100   24   30   24   19   24   24   19   18  5.560155 0.696367 SUCCESS 117
111000000   19   27   29   29   24   25   27   32  6.072527 0.639108 SUCCESS 118
111000010   25   23   32   26   20   22   26   25  3.842317 0.871062 SUCCESS 119
111000100   25   15   28   22   20   14   22   18 11.929724 0.154367 SUCCESS 120
111000110   23   27   24   20   27   30   16   25  5.815679 0.667870 SUCCESS 121
111001000   17   27   29   29   22   20   29   24  6.367108 0.606183 SUCCESS 122
111001010   26   25   20   31   19   19   28   26  5.917624 0.656459 SUCCESS 123
111001100   14   38   19   33   19   28   25   29 19.484900 0.012471 SUCCESS 124
111010000   15   22   27   32   25   22   22   27  7.510347 0.482699 SUCCESS 125
111010010   24   19   21   18   18   27   26   19  6.829832 0.555099 SUCCESS 126
111010100   21   32   27   26   30   24   27   28  5.505210 0.702463 SUCCESS 127
111010110   24   21   27   23   35   37   32   22 15.046987 0.058238 SUCCESS 128
111011000   27   20   27   13   25   32   26   15 13.211979 0.104761 SUCCESS 129
111011010   19   24   19   20   23   26   20   18  6.041414 0.642593 SUCCESS 130
111011100   27   34   27   27   20   19   18   26  8.663516 0.371471 SUCCESS 131
111100000   23   24   23   21   22   29   27   28  2.638838 0.954942 SUCCESS 132
111100010   20   28   26   20   20   18   30   15  9.923263 0.270453 SUCCESS 133
111100100   16   24   28   23   24   22   30   26  5.315884 0.723342 SUCCESS 134
111100110   17   26   21   28   22   23   25   26  3.917121 0.864523 SUCCESS 135
111101000   21   22   26   20   17   22   21   23  4.796230 0.779117 SUCCESS 136
111101010   28   24   27   29   18   25   30   25  4.834625 0.775097 SUCCESS 137
111101100   28   15   29   14   25   27   31   30 13.247726 0.103606 SUCCESS 138
111101110   25   32   26   25   23   23   16   22  5.985146 0.648896 SUCCESS 139
111110000   23   18   21   20   23   32   27   28  6.493546 0.592124 SUCCESS 140
111110010   27   25   26   24   23   19   28   24  2.291298 0.970754 SUCCESS 141
111110100   18   14   30   17   29   23   23   22 11.270392 0.186844 SUCCESS 142
111110110   26   19   24   17   23   25   28   23  4.399704 0.819382 SUCCESS 143
111111000   26   16   23   21   22   24   20   21  5.228503 0.732898 SUCCESS 144
111111010   28   21   28   23   27   31   28   22  4.597636 0.799587 SUCCESS 145
111111100   26   21   22   24   16   22   31   29  6.823874 0.555749 SUCCESS 146
111111110   30   21   21   16   19   23   31   23  8.543035 0.382297 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   27   28   21   29   25   29   29   24  4.038925 0.853595 SUCCESS   0
000000011   17   18   16   28   21   20   24   31 10.753386 0.216068 SUCCESS   1
000000101   21   32   30   34   25   24   21   19  9.918629 0.270784 SUCCESS   2
000000111   17   24   17   24   27   22   22   27  5.712410 0.679410 SUCCESS   3
000001001   30   25   17   24   28   22   27   28  5.299996 0.725083 SUCCESS   4
000001011   19   30   26   29   19   19   26   19  7.382585 0.495972 SUCCESS   5
000001101   25   18   20   22   22   25   24   30  4.408310 0.818535 SUCCESS   6
000001111   31   16   18   24   35   25   16   23 14.424064 0.071360 SUCCESS   7
000010001   23   31   18   24   15   27   31   23  9.628682 0.292060 SUCCESS   8
000010011   24   25   20   18   27   23   21   25  3.450425 0.903003 SUCCESS   9
000010101   18   27   21   31   28   22   30   17  8.798560 0.359573 SUCCESS  10
000010111   26   28   22   29   21   25   27   26  2.699078 0.951801 SUCCESS  11
